date,start_time,end_time,time,year,month,hours_fishing,time_period,season,location,air_temp,weather,wind_level,wind_dir,trolling_speed,water_depth,fish_length,fish_type,crew_count,hook_rate
2018-06-03,2018-06-03 07:00:00,2018-06-03 11:00:00,2018-06-03 09:00:00,2018.0,6.0,4.0,morning,summer,Lower Harbor,45.0,Overcast,2.5,South,2.5,50.0,17.0,Coho,2.0,0.5
2018-06-19,2018-06-19 18:00:00,2018-06-19 21:00:00,2018-06-19 19:30:00,2018.0,6.0,3.0,evening,summer,Upper Harbor,65.0,Clear,2.5,North,2.7,60.0,17.0,Coho,1.0,0.6666666666666666
2018-06-23,2018-06-23 07:00:00,2018-06-23 11:00:00,2018-06-23 09:00:00,2018.0,6.0,4.0,morning,summer,Shot Point,65.0,Clear,2.5,East,2.1,180.0,23.0,Lake Trout,2.0,1.5
2018-06-30,2018-06-30 07:00:00,2018-06-30 12:00:00,2018-06-30 09:30:00,2018.0,6.0,5.0,morning,summer,Seul Choix Pt,75.0,Overcast,7.5,South,2.5,100.0,27.0,Lake Trout,2.0,0.2
2018-07-04,2018-07-04 07:00:00,2018-07-04 11:00:00,2018-07-04 09:00:00,2018.0,7.0,4.0,morning,summer,Shot Point,75.0,Clear,2.5,South,1.8999999999999997,170.0,19.0,Lake Trout,2.0,3.0
2018-07-14,2018-07-14 16:00:00,2018-07-14 21:00:00,2018-07-14 18:30:00,2018.0,7.0,5.0,evening,summer,Seul Choix Pt,75.0,Fog,2.5,South,2.5,100.0,21.0,Chinook,2.0,0.2
2018-07-19,2018-07-19 07:00:00,2018-07-19 11:00:00,2018-07-19 09:00:00,2018.0,7.0,4.0,morning,summer,Shot Point,65.0,Clear,7.5,South,2.1,170.0,19.8,Lake Trout,2.0,2.5
2018-07-24,2018-07-24 07:00:00,2018-07-24 11:00:00,2018-07-24 09:00:00,2018.0,7.0,4.0,morning,summer,Shot Point,75.0,Clear,2.5,West,2.1,180.0,19.0,Lake Trout,2.0,2.5
2018-07-29,2018-07-29 07:00:00,2018-07-29 10:00:00,2018-07-29 08:30:00,2018.0,7.0,3.0,morning,summer,Shot Point,65.0,Clear,2.5,West,2.1,180.0,18.272727272727273,Lake Trout,2.0,3.666666666666666
2018-07-31,2018-07-31 07:00:00,2018-07-31 11:00:00,2018-07-31 09:00:00,2018.0,7.0,4.0,morning,summer,Shot Point,65.0,Clear,2.5,South,2.1,180.0,18.333333333333332,Lake Trout,2.0,2.5
2018-08-08,2018-08-08 07:00:00,2018-08-08 10:00:00,2018-08-08 08:30:00,2018.0,8.0,3.0,morning,summer,Shot Point,65.0,Overcast,2.5,South,2.1,168.0,19.2,Lake Trout,2.0,3.6666666666666665
2018-08-12,2018-08-12 07:00:00,2018-08-12 08:00:00,2018-08-12 07:30:00,2018.0,8.0,1.3333333333333333,morning,summer,Shot Point,68.33333333333333,Clear,2.5,South,2.1666666666666665,161.66666666666666,19.333333333333332,Lake Trout,2.0,8.444444444444445
2018-08-17,2018-08-17 07:00:00,2018-08-17 09:00:00,2018-08-17 08:00:00,2018.0,8.0,2.0,morning,summer,Shot Point,65.0,Overcast,2.5,North,2.1,180.0,18.454545454545453,Lake Trout,2.0,7.0
2018-08-19,2018-08-19 07:00:00,2018-08-19 10:00:00,2018-08-19 08:30:00,2018.0,8.0,3.0,morning,summer,Shot Point,65.0,Overcast,8.5,South,2.22,158.0,21.0,Lake Trout,2.0,3.3333333333333335
2018-08-30,2018-08-30 07:00:00,2018-08-30 10:00:00,2018-08-30 08:30:00,2018.0,8.0,3.0,morning,summer,Shot Point,45.0,Clear,7.5,South,2.3,180.0,20.09090909090909,Lake Trout,2.0,3.666666666666666
2018-09-02,2018-09-02 07:00:00,2018-09-02 11:00:00,2018-09-02 09:00:00,2018.0,9.0,4.0,morning,fall,Shot Point,65.0,Overcast,3.0,South,2.16,168.0,18.2,Lake Trout,2.0,3.0
2018-09-07,2018-09-07 07:00:00,2018-09-07 11:00:00,2018-09-07 09:00:00,2018.0,9.0,4.2,morning,fall,Chocolay,65.0,Clear,2.5,North,2.5,68.0,22.6,Lake Trout,2.0,1.44
2018-09-15,2018-09-15 07:00:00,2018-09-15 14:00:00,2018-09-15 10:30:00,2018.0,9.0,7.0,morning,fall,Shot Point,65.0,Overcast,2.5,South,2.1,180.0,20.11111111111111,Lake Trout,2.0,1.2857142857142858
2018-09-29,2018-09-29 12:00:00,2018-09-29 17:00:00,2018-09-29 14:30:00,2018.0,9.0,5.0,afternoon,fall,Lower Harbor,45.0,Overcast,12.5,West,2.7,60.0,21.142857142857142,Coho,2.0,3.4
2018-09-30,2018-09-30 08:00:00,2018-09-30 15:00:00,2018-09-30 11:30:00,2018.0,9.0,7.0,morning,fall,Lower Harbor,45.0,Overcast,2.5,West,2.7,60.0,22.0,Lake Trout,2.0,0.7142857142857143
2018-10-05,2018-10-05 13:00:00,2018-10-05 18:00:00,2018-10-05 15:30:00,2018.0,10.0,5.0,afternoon,fall,Lower Harbor,45.0,Overcast,2.5,East,2.7,50.0,21.2,Coho,2.0,2.4
2018-10-06,2018-10-06 08:00:00,2018-10-06 14:00:00,2018-10-06 11:00:00,2018.0,10.0,6.0,morning,fall,Lower Harbor,45.0,Overcast,7.5,North,2.7,43.333333333333336,23.0,Lake Trout,2.0,1.6666666666666667
2019-05-12,2019-05-12 07:00:00,2019-05-12 09:00:00,2019-05-12 08:00:00,2019.0,5.0,2.0,morning,spring,Chocolay,65.0,Clear,2.5,West,2.9,50.0,15.0,Coho,2.0,0.0
2019-05-14,2019-05-14 08:00:00,2019-05-14 11:00:00,2019-05-14 09:30:00,2019.0,5.0,3.0,morning,spring,Shot Point,45.0,Partly Cloudy,7.5,East,2.1,180.0,22.0,Lake Trout,2.0,2.6666666666666665
2019-05-23,2019-05-23 07:00:00,2019-05-23 11:00:00,2019-05-23 09:00:00,2019.0,5.0,4.0,morning,spring,Lower Harbor,55.0,Partly Cloudy,12.5,West,2.7,40.0,22.0,Lake Trout,2.0,0.5
2019-05-25,2019-05-25 06:00:00,2019-05-25 11:00:00,2019-05-25 08:30:00,2019.0,5.0,5.0,morning,spring,Chocolay,55.0,Partly Cloudy,7.5,West,2.7,50.0,23.0,Lake Trout,2.0,0.2
2019-05-26,2019-05-26 09:00:00,2019-05-26 11:00:00,2019-05-26 10:00:00,2019.0,5.0,2.0,morning,spring,Upper Harbor,55.0,Clear,2.5,East,2.7,50.0,17.0,Coho,1.0,0.5
2019-05-27,2019-05-27 07:00:00,2019-05-27 12:00:00,2019-05-27 09:30:00,2019.0,5.0,5.0,morning,spring,Shot Point,45.0,Partly Cloudy,2.5,North,2.1,180.0,21.0,Lake Trout,2.0,2.0
2019-05-31,2019-05-31 08:00:00,2019-05-31 11:00:00,2019-05-31 09:30:00,2019.0,5.0,3.0,morning,spring,Shot Point,45.0,Overcast,2.5,South,2.1,190.0,23.0,Lake Trout,2.0,3.3333333333333335
2019-06-06,2019-06-06 07:00:00,2019-06-06 11:00:00,2019-06-06 09:00:00,2019.0,6.0,4.0,morning,summer,Shot Point,55.0,Clear,2.5,North,2.1,190.0,21.181818181818183,Lake Trout,2.0,3.0
2019-06-07,2019-06-07 07:00:00,2019-06-07 09:00:00,2019-06-07 08:00:00,2019.0,6.0,2.0,morning,summer,Shot Point,55.0,Clear,7.5,East,2.1,190.0,21.363636363636363,Lake Trout,2.0,5.5
2019-06-16,2019-06-16 06:00:00,2019-06-16 09:00:00,2019-06-16 07:30:00,2019.0,6.0,3.0,morning,summer,Shot Point,45.0,Overcast,7.5,North,2.1,190.0,21.0,Lake Trout,2.0,3.666666666666666
2019-06-20,2019-06-20 07:00:00,2019-06-20 08:00:00,2019-06-20 07:30:00,2019.0,6.0,1.0,morning,summer,Shot Point,55.0,Clear,12.5,North,2.3,200.0,17.0,Lake Trout,2.0,1.0
2019-06-21,2019-06-21 07:00:00,2019-06-21 11:00:00,2019-06-21 09:00:00,2019.0,6.0,4.0,morning,summer,Shot Point,55.0,Clear,2.5,North,2.1,185.0,19.0,Lake Trout,2.0,1.5
2019-06-29,2019-06-29 07:00:00,2019-06-29 10:00:00,2019-06-29 08:30:00,2019.0,6.0,3.0,morning,summer,Shot Point,75.0,Clear,2.5,East,2.1,180.0,21.2,Lake Trout,2.0,3.6666666666666665
2019-06-30,2019-06-30 07:00:00,2019-06-30 11:00:00,2019-06-30 09:00:00,2019.0,6.0,4.0,morning,summer,Shot Point,55.0,Overcast,2.5,East,2.1,180.0,16.0,Lake Trout,2.0,1.0
2019-07-03,2019-07-03 07:00:00,2019-07-03 11:00:00,2019-07-03 09:00:00,2019.0,7.0,4.0,morning,summer,Shot Point,75.0,Clear,2.5,South,2.1,206.66666666666666,17.0,Lake Trout,2.0,0.75
2019-07-07,2019-07-07 07:00:00,2019-07-07 12:00:00,2019-07-07 09:30:00,2019.0,7.0,5.0,morning,summer,Shot Point,65.0,Overcast,7.5,North,2.3,180.0,21.0,Lake Trout,2.0,1.8
2019-07-14,2019-07-14 07:00:00,2019-07-14 11:00:00,2019-07-14 09:00:00,2019.0,7.0,4.0,morning,summer,Shot Point,65.0,Clear,7.5,South,2.1,180.0,22.0,Lake Trout,2.0,2.5
2019-07-17,2019-07-17 07:00:00,2019-07-17 11:00:00,2019-07-17 09:00:00,2019.0,7.0,4.0,morning,summer,Shot Point,65.0,Clear,7.5,South,2.1,180.0,23.0,Lake Trout,2.0,2.0
2019-07-25,2019-07-25 08:00:00,2019-07-25 12:00:00,2019-07-25 10:00:00,2019.0,7.0,4.0,morning,summer,Shot Point,75.0,Clear,2.5,South,2.1,190.0,21.25,Lake Trout,2.0,2.5
2019-08-01,2019-08-01 07:00:00,2019-08-01 11:00:00,2019-08-01 09:00:00,2019.0,8.0,4.0,morning,summer,Shot Point,65.0,Clear,2.5,South,2.3,190.0,21.0,Lake Trout,2.0,3.0
2019-08-10,2019-08-10 07:00:00,2019-08-10 12:00:00,2019-08-10 09:30:00,2019.0,8.0,5.0,morning,summer,Sand Hole,75.0,Clear,7.5,South,2.3,190.0,18.428571428571427,Lake Trout,2.0,2.0
2019-08-15,2019-08-15 07:00:00,2019-08-15 11:00:00,2019-08-15 09:00:00,2019.0,8.0,4.0,morning,summer,Shot Point,65.0,Overcast,2.5,South,2.1,190.0,20.625,Lake Trout,3.0,4.25
2019-09-14,2019-09-14 07:00:00,2019-09-14 11:00:00,2019-09-14 09:00:00,2019.0,9.0,4.0,morning,fall,Lower Harbor,65.0,Clear,7.5,South,2.7,60.0,21.5,Lake Trout,2.0,1.75
2019-09-19,2019-09-19 13:00:00,2019-09-19 19:00:00,2019-09-19 16:00:00,2019.0,9.0,6.0,afternoon,fall,Lower Harbor,65.0,Partly Cloudy,7.5,South,2.7,62.5,22.5,Lake Trout,2.0,1.1666666666666667
2019-09-20,2019-09-20 13:00:00,2019-09-20 19:00:00,2019-09-20 16:00:00,2019.0,9.0,6.0,afternoon,fall,Lower Harbor,65.0,Partly Cloudy,7.5,South,2.7,70.0,21.0,Steelhead,2.0,0.16666666666666666
2019-09-22,2019-09-22 08:00:00,2019-09-22 13:00:00,2019-09-22 10:30:00,2019.0,9.0,5.0,morning,fall,Lower Harbor,75.0,Overcast,7.5,South,2.5,60.0,22.8,Lake Trout,2.0,2.4
2019-10-10,2019-10-10 08:00:00,2019-10-10 13:00:00,2019-10-10 10:30:00,2019.0,10.0,5.0,morning,fall,Lower Harbor,55.0,Partly Cloudy,12.5,South,2.5,50.0,22.333333333333332,Lake Trout,2.0,3.6
2019-10-15,2019-10-15 08:00:00,2019-10-15 12:00:00,2019-10-15 10:00:00,2019.0,10.0,4.0,morning,fall,Lower Harbor,55.0,Overcast,7.5,South,2.7,47.142857142857146,23.857142857142858,Coho,2.0,2.5
2019-10-20,2019-10-20 08:00:00,2019-10-20 15:00:00,2019-10-20 11:30:00,2019.0,10.0,7.0,morning,fall,Lower Harbor,55.0,Clear,7.5,South,2.7,60.0,21.25,Steelhead,2.0,1.7142857142857142
2019-10-26,2019-10-26 09:00:00,2019-10-26 13:00:00,2019-10-26 11:00:00,2019.0,10.0,4.0,morning,fall,Lower Harbor,35.0,Partly Cloudy,12.5,West,2.5,45.0,24.0,Steelhead,2.0,0.5
2020-05-22,2020-05-22 09:00:00,2020-05-22 12:00:00,2020-05-22 10:30:00,2020.0,5.0,3.0,morning,spring,Lower Harbor,65.0,Clear,2.5,South,2.4168925964546406,50.0,23.0,Lake Trout,1.0,0.3333333333333333
2020-05-23,2020-05-23 09:00:00,2020-05-23 12:00:00,2020-05-23 10:30:00,2020.0,5.0,3.0,morning,spring,Lower Harbor,65.0,Clear,2.5,South,2.4168925964546406,60.0,24.0,Lake Trout,1.0,0.6666666666666666
2020-08-01,2020-08-01 07:00:00,2020-08-01 11:00:00,2020-08-01 09:00:00,2020.0,8.0,4.0,morning,summer,Shot Point,65.0,Clear,2.5,South,2.4168925964546406,197.77777777777777,18.77777777777778,Lake Trout,2.0,2.25
2020-09-22,2020-09-22 14:00:00,2020-09-22 17:00:00,2020-09-22 15:30:00,2020.0,9.0,3.0,afternoon,fall,Lower Harbor,65.0,Clear,2.5,South,2.4168925964546406,63.0,23.0,Lake Trout,1.0,1.6666666666666667
2020-09-23,2020-09-23 11:00:00,2020-09-23 14:00:00,2020-09-23 12:30:00,2020.0,9.0,3.0,afternoon,fall,Sand Hole,65.0,Clear,2.5,South,2.4168925964546406,170.0,18.333333333333332,Lake Trout,1.0,1.0
2020-09-30,2020-09-30 15:00:00,2020-09-30 18:00:00,2020-09-30 16:30:00,2020.0,9.0,3.0,afternoon,fall,Lower Harbor,65.0,Rain,7.5,South,2.4168925964546406,60.0,21.0,Coho,2.0,0.3333333333333333
2020-10-03,2020-10-03 09:00:00,2020-10-03 12:00:00,2020-10-03 10:30:00,2020.0,10.0,3.0,morning,fall,Lower Harbor,45.0,Overcast,7.5,South,2.4168925964546406,60.0,21.666666666666668,Other,2.0,1.0
2020-10-19,2020-10-19 15:00:00,2020-10-19 18:00:00,2020-10-19 16:30:00,2020.0,10.0,3.0,afternoon,fall,Lower Harbor,35.0,Overcast,7.5,North,2.4168925964546406,60.0,24.0,Lake Trout,2.0,2.0
